Tag1,Tag2,Num_Occurrence
training,weight-lifting,1
kickboxing,recommendation,1
exercise,practice,5
exercise,technique,1
brazilian-jiu-jitsu,jiujitsu,8
wing-chun,wrestling,1
defense,knees,1
defense,prevention,1
protective-equipment,sparring,3
positions,sport,1
competition,push-hands,1
grappling,jujutsu,2
gender,jujutsu,1
brazilian-jiu-jitsu,forms,1
jujutsu,kung-fu,1
boxing,training,11
boxing,flexibility,1
stance,tae-kwon-do,2
firearms,training,1
self-defense,tae-kwon-do,9
etiquette,teaching,2
injury,mixed-martial-arts,2
boxing,brazilian-jiu-jitsu,5
blocking,tae-kwon-do,1
fist,protective-equipment,1
soreness,wrists,2
injury,tai-chi,1
karate,recommendation,4
jiujitsu,karate,1
boxing,defense,2
boxing,wrestling,3
brazilian-jiu-jitsu,wing-chun,1
jujutsu,krav-maga,1
stretching,teaching,1
anatomy,relaxation,1
equipment,recommendation,2
safety,wing-chun,1
injury,kicking,4
injury,kickboxing,8
brazilian-jiu-jitsu,strength,3
practice,tricking,1
karate,mobility,1
brazilian-jiu-jitsu,escapes,4
history,kung-fu,6
history,judo,4
stick,tonfa,1
testing,training,1
defense,exercise,1
boxing,style,4
grappling,weapons,2
injury,okinawa,1
judo,practice,5
kung-fu,self-training,10
capoeira,music,2
positions,wing-chun,1
japanese,kendo,1
muay-thai,punching,10
karate,teaching,2
boxing,endurance,1
gender,terminology,1
mixed-martial-arts,safety,1
belt,self-defense,1
japanese,karate,1
balance,power,1
fma,terminology,1
jujutsu,sport,1
practice,wing-chun,2
equipment,hema,1
drills,escrima,1
competition,tai-chi,1
self-training,stance,2
aikido,teaching,2
footwork,hapkido,1
bagua,history,1
muay-thai,relaxation,1
aikido,tai-chi,1
boxing,safety,3
mixed-martial-arts,protective-equipment,1
punching,strength,3
stretching,tae-kwon-do,2
kicking,mobility,1
bullying,karate,1
bowing,kung-fu,1
knees,protective-equipment,1
firearms,weapons,1
boxing,stance,2
hapkido,tai-chi,1
recommendation,teaching,3
grappling,recommendation,2
injury,muay-thai,5
judo,jujutsu,10
exercise,forms,1
defense,technique,4
equipment,sport,1
health,recommendation,4
kung-fu,tae-kwon-do,6
capoeira,injury,2
bo-staff,weapons,3
gi,mixed-martial-arts,1
bo-staff,drills,1
ninjutsu,sparring,1
weight,wrestling,2
qi,shaolin,1
recommendation,training,14
history,tai-chi,1
identification,teaching,1
aikido,bokken,3
knife-fighting,streetfight,1
kung-fu,multiple-attackers,1
aikido,equipment,1
kickboxing,stance,1
footwork,kickboxing,1
strength,striking,2
boxing,protective-equipment,3
kung-fu,wrestling,2
footwork,sparring,1
application,forms,1
exercise,stretching,2
safety,training,7
mixed-martial-arts,ufc,3
awareness,self-defense,1
equipment,shield,1
mixed-martial-arts,weapons,2
bullying,kung-fu,1
aikido,injury,3
balance,strength,1
cte,dementia,1
power,strength,5
equipment,technique,1
brazilian-jiu-jitsu,karate,3
greco-roman-wrestling,wrestling,1
defense,sword,1
flexibility,positions,1
kickboxing,terminology,1
training,wing-chun,2
automatic-response,streetfight,1
jiujitsu,training,1
breaking-boards,power,1
fist,injury,1
karate,training,7
fist,wing-chun,1
practice,teaching,2
aikido,uniform,1
brazilian-jiu-jitsu,equipment,3
grappling,joint-lock,1
fist,punching,2
bo-staff,sword,1
protective-equipment,self-defense,3
fencing,mixed-martial-arts,1
hema,sword,6
karate,wrestling,2
karate,uniform,1
jujutsu,ukemi,2
grappling,sparring,1
karate,kempo,1
rapier,sword,1
legal,stance,1
jeet-kune-do,training,1
sport,wrestling,1
stretching,training,2
recommendation,safety,2
fencing,positions,1
dojo,social,2
mentality,training,1
bowing,karate,1
judo,self-defense,2
jeet-kune-do,kung-fu,1
systema,technique,1
history,japanese,2
internal,meditation,1
stance,tai-chi,2
forms,technique,4
drills,self-defense,1
dogi,karate,1
certification,training,1
competition,karate,5
exercise,self-defense,2
terminology,training,2
books,jujutsu,1
bokken,kenjutsu,1
aikido,footwork,1
muay-thai,tae-kwon-do,3
brazilian-jiu-jitsu,jeet-kune-do,1
grappling,identification,1
chokes,safety,1
japanese,samurai,3
grappling,muay-thai,1
fitness,strength,1
drills,training,5
health,judo,4
sword,technique,2
positions,research,1
defense,kicking,3
grappling,safety,1
grappling,history,1
aikido,shu-ha-ri,1
protective-equipment,safety,4
safety,technique,2
judo,ukemi,6
exercise,training,4
aikido,recommendation,2
competition,teaching,1
kendo,kenjutsu,2
positions,teaching,1
self-defense,systema,1
history,jiujitsu,2
breathing,technique,1
competition,safety,2
kicking,weight-lifting,1
history,itf,1
dojo,flexibility,1
equipment,judo,3
krav-maga,sparring,2
drills,forms,1
balance,exercise,2
mobility,okinawa,1
mobility,stance,1
tai-chi,technique,3
etiquette,social,3
brazilian-jiu-jitsu,style,1
history,okinawa,1
exercise,flexibility,1
kung-fu,sparring,2
bo-staff,forms,1
kung-fu,style,1
stance,training,1
etiquette,sparring,1
iaijutsu,technique,1
self-defense,training,11
drills,safety,1
dojo,terminology,3
boxing,striking,1
automatic-response,reaction,2
fitness,mixed-martial-arts,2
tai-chi,terminology,2
safety,sport,1
forms,philosophy,1
self-training,sword,2
jujutsu,karate,5
bowing,shotokan,1
greco-roman-wrestling,history,1
fist,recommendation,1
power,tae-kwon-do,3
kung-fu,muay-thai,2
self-training,weapons,2
forms,karate,14
etiquette,gi,1
sparring,technique,9
history,identification,1
research,teaching,1
muay-thai,terminology,2
sparring,wrestling,2
self-defense,stance,2
kicking,technique,12
boxing,injury,4
bo-staff,tae-kwon-do,1
kickboxing,sparring,3
hema,historic-european,2
self-training,wrestling,1
protective-equipment,training,1
olympics,wrestling,2
boxing,jujutsu,1
grappling,jiujitsu,5
belt,philosophy,1
speed,streetfight,1
dogi,equipment,2
gi,judo,4
forms,muay-thai,2
balance,stretching,1
aikido,streetfight,1
balance,flexibility,1
teaching,wing-chun,1
internal,kung-fu,1
identification,judo,2
gi,karate,3
aikido,ukemi,9
bokken,sword,1
defense,pressure-points,1
jujutsu,sparring,1
blocking,safety,1
flexibility,injury,2
japanese,terminology,3
bo-staff,karate,1
jeet-kune-do,tae-kwon-do,1
olympics,weight,1
forms,self-training,1
positions,training,1
