Tag1,Tag2,Num_Occurrence
friends,responsibility,1
boundaries,india,2
marriage,work-life-balance,1
eating,family,4
conflict-aversion,language,1
argument,roommates,2
how-to-help,indonesia,2
autism,disability,1
encouraging,parenting,1
etiquette,france,3
chatting,socializing,1
friends,taunts,1
birthdays,conversations,1
assertiveness,pressure,1
dances,social-event,2
acquaintances,ireland,1
cross-culture,marriage,1
israel,saying-no,1
approach,politeness,5
saying-no,texting,1
gifts,pets,1
conflict-aversion,marriage,4
online-relationships,romance,2
etiquette,honorifics,1
autism,france,2
feminism,social-event,1
school,siblings,1
iran,relationships,1
coworkers,united-kingdom,2
etiquette,lgbt+,1
friend-groups,music,1
colleagues,conflict-aversion,1
europe,family,3
introductions,online-relationships,1
dining,restaurants,1
pets,relationships,1
email,school,2
age,romance,1
college,lebanon,1
family,sex,1
east-africa,marriage,1
canada,weddings,2
boundaries,personal-information,1
awkward-situations,school,5
nepal,teachers,1
presentation,social-event,1
friendship,germany,2
friends,social-media,4
italy,programmer,1
birthdays,friendship,4
apologies,argument,1
employers,work-environment,2
cars,customer-interactions,1
honorifics,korea,1
meetings,social-media,1
india,public-transportation,2
grief,netherlands,1
east-africa,relationships,1
conventionality,groups,1
difficult-people,mexico,1
email,texting,1
leadership,shyness,2
flirting,relationships,6
parents,trust,1
friends,reconnecting,1
relationships,young-adults,2
awkward-situations,neighbors,5
gender,racial-issues,1
conversations,shyness,1
japan,work-environment,1
business,united-states,1
how-to-help,substance-abuse,2
language,poland,1
sharing,work-environment,1
relationships,weddings,3
friendship,maturity,1
family,teenagers,1
france,invitations,1
politeness,switzerland,1
conflict-aversion,united-kingdom,28
conventionality,stack-exchange,1
family,physical-health,2
conversations,personal-hygiene,2
friend-groups,parties,2
making-friends,saying-no,1
etiquette,groups,1
accent,public-speaking,1
conflict-aversion,narcissists,1
acceptable-behavior,roommates,1
conflict-aversion,saying-no,17
france,work-environment,4
japan,shopping,1
online-interaction,volunteering,1
cultural-appropriation,korea,1
academic-research,conflicts,1
politics,united-states,4
grief,sweden,1
college,depression,2
conversations,europe,11
awkward-situations,bad-news,1
difficult-people,drunken-people,2
pakistan,social-event,1
accent,friends,1
acquaintances,conversations,13
introductions,neighbors,2
etiquette,stuttering,1
australia,life-partner,1
boundaries,work-life-balance,1
language,roommates,1
conversations,public-issues,7
chores,difficult-people,1
conversations,invitations,2
friendship,relationships,8
harassment,saying-no,1
difficult-people,romance,1
active-listening,conversations,1
acquaintances,profanity,1
lgbt+,teachers,1
school,speaking,1
friends,marriage,6
de-escalation,groups,1
rudeness,work-environment,6
india,lgbt+,3
phone-usage,united-kingdom,1
grief,invitations,1
canada,housemates,1
conflict-aversion,feminism,1
authority-figures,religion,1
religion,united-states,12
groups,introverts,1
friends,tunisia,1
acceptable-behavior,awkward-situations,1
etiquette,professionalism,2
romance,sex,5
friends,relationships,43
nepal,professionalism,1
birthdays,politeness,1
family,suicide,1
grief,how-to-help,1
conversations,russia,2
groups,mental-health,1
friends,punctuality,1
divorce,united-states,2
bullying,friends,3
anxiety,work-environment,3
reserved-seats,united-states,1
assertiveness,work-environment,3
conversations,parties,2
friends,introductions,1
online-interaction,socializing,1
approach,friendship,1
brazil,relationships,3
making-friends,travelling,1
compliments,relationships,1
difficult-people,siblings,3
hungary,language,1
boundaries,criticism,1
long-distance,united-kingdom,1
conflicts,cross-culture,1
awkward-situations,money,7
age,gender,1
awkward-situations,friendship,3
conversations,cross-culture,6
acquaintances,phone-calls,1
brazil,introductions,1
parents,siblings,1
ireland,parents,1
parties,requests,1
chatting,indonesia,2
germany,personal-space,1
misunderstandings,privacy,1
anger,life-partner,1
europe,relationships,18
cross-culture,israel,1
introverts,terminology,1
conflicts,russia,1
relationships,speaking,2
friends,united-kingdom,24
social-event,work-environment,2
japan,korea,1
chatting,conflict-aversion,1
family,phone-usage,3
social-media,texting,1
boundaries,groups,1
high-school,politeness,1
brazil,mental-health,1
acquaintances,conflicts,1
meetings,united-kingdom,1
helping,how-to-help,1
introverts,united-kingdom,2
germany,rudeness,3
holidays,invitations,1
