Tag1,Tag2,Num_Occurrence
grammaire,étymologie,6
diacritiques,préfixes,1
genre,locutions,1
linguistique,étymologie,5
sens,vocabulaire,159
genre,indications-de-lieu,1
constructions,noms,4
double-négation,sens,2
comparatifs,pronoms,3
conjonctions,pronoms-relatifs,6
genre,histoire,5
comparaison-de-langues,conditionnel,1
jeux-de-mots,mathématiques,1
anglais,ponctuation,1
néologismes,vocabulaire,2
interrogative,locutions,1
correspondance,politesse,7
québec,zoologie,1
abréviations,diacritiques,1
négation,pluriel,2
grec,prépositions,1
participe-présent,prépositions,3
groupe-nominal,noms,1
cinéma,télévision,1
pronoms,pronoms-interrogatifs,11
ordre-des-mots,pronoms-interrogatifs,1
québec,vulgarité,2
germanisme,usage,1
traduction,étymologie,2
jeux,étymologie,1
moyen-français,orthographe,1
nombres,ordre-des-mots,4
genre,élision,1
prononciation,téléphone,2
histoire,terminologie,4
emphase,pronoms-personnels,3
grammaire,préfixes,3
prépositions,substantivation,1
pluriel,verbes,2
orthographe,russe,1
intonation,oral,2
anglais,ordre-des-mots,3
demande-de-mot,mathématiques,4
aller,sens,1
accord,constructions-causatives,1
nombres,étymologie,1
ressources,éducation,1
pronoms-relatifs,subordonnées,22
pronoms-réfléchis,verbes,5
abréviations,genre,1
prépositions,synonymes,1
conjonctions,participe-présent,1
lexique,professions,2
anglais,étymologie,9
anglais,pronoms-réfléchis,1
adjectifs,suffixes,5
oral,phonétique,1
oral,subjonctif,2
subjonctif,évolution,2
dictionnaires,littérature,2
cinéma,france,2
préfixes,suffixes,1
adjectifs,superlatifs,4
coordination,histoire,1
apprentissage,coordination,1
intonation,orthographe,1
latin,locutions,2
culture,indications-de-temps,1
sens,sport,2
adjectifs,liaisons,1
typographie,élision,1
professions,étymologie,1
demande-de-réference,ressources,1
expressions-idiomatiques,humour,1
expressions-idiomatiques,formulation-idiomatique,5
sens,subordonnées,3
conjugaison,temps-grammatical,12
grammaire,registre,1
orthographe,verbes,2
radio,télévision,1
histoire,registre,2
diacritiques,nombres,1
conjugaison,indications-de-temps,1
adverbes,choix-de-mot,11
mots-composés,prépositions,1
ressources,sens,2
à,évolution,1
exclamations,étymologie,1
participe-présent,temps-grammatical,2
histoire,nasalisation,1
choix-de-mot,syntaxe,1
prononciation,voyelles,34
orthographe,sens,3
abréviations,vocabulaire,3
négation,subjonctif,2
adjectifs,prépositions,15
trait-d-union,usage,1
anglicismes,musique,1
art,choix-de-mot,1
comparaison-de-langues,origine-ou-raison,1
grammaire,politesse,4
anglais,substantivation,1
pronoms-personnels,registre,1
constructions,emphase,2
comparatifs,expressions-idiomatiques,1
exclamations,impératif,1
demande-de-mot,grec,1
anglais,temps-grammatical,10
poésie,traduction,3
adjectifs,traduction,21
déterminants,genre,3
apprentissage,genre,2
sport,usage,3
québec,ressources,1
anglais,coiffure,1
anglais,finance,1
droit-et-justice,expressions,2
botanique,noms,1
choix-de-mot,enfants,1
concordance-des-temps,négation,1
paroles-de-chanson,québec,11
france,transports,2
