Tag1,Tag2,Num_Occurrence
mediaplayer,sync,1
backup,games,4
homebrew,rooting,1
nokia-lumia-1020,wifi,1
lumia-650,windows-10-mobile,5
search,settings,1
mediaplayer,windows-10-mobile,1
lumia,music,7
8.1,samsung-ativ-s,2
charging,nokia-lumia-920,1
micro-sd,storage,11
7.x,performance,1
7.5,7.8,2
insider-preview,nokia-lumia-630,1
volume,xbox-music,1
nokia-lumia-920,whatsapp,1
7.x,zune,2
lumia-denim-update,nokia-lumia-930,4
internet,security,3
background-tasks,multi-tasking,2
8.1,whatsapp,18
app-update,lumia-520,1
lumia-520,settings,5
nokia-lumia-720,wifi,2
lumia-925,speech,1
pictures,settings,1
7.x,family-safety,1
parental-control,settings,2
8.1,battery,8
password,sync,2
keyboard,speech,1
nokia-lumia-525,update,3
8.1,compatibility,1
lumia,ringtone,3
apps,location-services,2
microsoft-edge,pdf,2
charging,developer-preview,1
8.1,battery-saver,3
7.x,yahoo,1
microsoft-account,nokia-lumia-535,1
brightness,display,1
7.5,zune,2
8.0,insider-preview,1
3g,nokia-lumia-800,1
data-usage,windows-10-mobile,3
app-update,word,1
8.0,voicemail,1
glance,lumia-520,1
linux,sync,1
backup,contacts,3
compatibility,store,1
bing,windows-10-mobile,1
flight-mode,lumia-520,1
pictures,storage,1
7.5,soft-reset,1
backup,nokia-lumia-530,1
pdf,printer,1
background-tasks,notifications,1
push-notifications,sync,1
cellular-data,datasense,2
developer-preview,tethering,1
8.1,linked-accounts,1
lumia-640-xl,performance,1
buttons,screen,1
7.x,calendars,1
microsoft-band,update,1
messaging,mms,2
messenger,store,1
7.8,onenote,1
calendars,nokia-lumia-730,1
sync,video,2
8.0,exchange,3
twitter,whatsapp,1
file-transfer,usb,2
8.0,compatibility,1
navigation-key,nokia-lumia-830,1
apps,battery,1
8.1,display,5
8.1-update-1,apps,3
battery,nokia-lumia-720,1
photos,transfer,1
bing,nokia-lumia-920,1
backup,sync,3
insider-preview,nokia-lumia-620,2
bluetooth,keyboard,7
8.1,beta,1
apps,functionality,1
internet-sharing,nokia-lumia-820,1
games,nokia-lumia-525,1
outlook,windows-10,1
file-transfer,podcast,1
7.x,internet-sharing,1
security,windows-10-mobile,4
alarms,nokia-lumia-800,1
lumia-925,onedrive,1
blu-win-hd,maps,2
ringtone,windows-10-mobile,3
3g,cellular-data,2
nokia-lumia-735,windows-10-mobile,2
gmail,google,4
insider-preview,nokia-lumia-735,1
8.1-update-1,lumia-640-xl,1
8.0,password,4
display,lock-screen,3
blu-win-hd,contacts,1
keyboard,onenote,1
lumia-950-xl,windows-10,1
microsoft-account,store,8
htc,lumia,1
8.1-update-1,uc-browser,1
audio,nokia-lumia-920,3
contacts,windows-8,2
8.1-update-1,nokia-lumia-930,2
8.0,nokia-lumia-920,24
lumia,lumia-635,2
calls,nokia-lumia-535,2
8.1,unlocking,1
lumia-denim-update,settings,1
file-format,functionality,1
8.x,windows-10-mobile,1
onedrive,video,3
functionality,mms,1
gmail,settings,3
phone-connector-mac,zune,1
nokia-lumia-535,storage,1
lumia,nokia-lumia-830,2
calls,lumia-635,1
audio,device-comparison,1
sd-card,store,3
calls,lock-screen,2
apps,display,2
lumia,lumia-640-xl,3
7.5,battery,1
nokia-lumia-820,usb,1
8.0,microsoft-account,2
alert,notifications,1
contacts,reset,1
8.0,foursquare,2
email,linked-accounts,3
lumia-540,update,2
cortana,search,2
lumia-640-xl,screen,1
apps,internet,4
lumia-520,system-apps,1
internet-explorer,tiles,1
geolocation,wifi,1
cortana,settings,2
sound,touch,1
messaging,video,1
backup,transfer,1
tethering,windows-10-mobile,2
lumia,nokia-lumia-610,1
internet-explorer,settings,2
lumia-925,video,1
8.1,nokia-lumia-730,2
storage,usb,3
cellular-data,data-usage,3
music,nokia-lumia-820,2
amber-update,nokia-lumia-920,2
email,password,1
nokia-lumia-920,usb,1
gdr-3,kids-corner,1
7.x,parental-control,1
8.1,lock-screen,7
7.x,settings,2
onedrive,pin,1
camera,photos,5
attachments,outlook,3
password,xbox-live,1
notifications,sync,1
sim,transfer,1
8.1,voicemail,1
microsoft-account,onedrive,2
8.0,vibration,1
action-center,lock-screen,1
lumia-950,windows-hello,1
accounts,email,3
cortana,nokia-lumia-920,1
microsoft-account,outlook,6
display,nokia-lumia-535,1
email,messaging,4
audio,silent,1
groove,lumia-950,1
8.0,icons,2
8.0,apps,22
onedrive,xbox-music,2
lumia-520,sync,1
autocorrect,functionality,1
file-transfer,onedrive,1
apps,music,7
pictures,windows-7,1
cellular-data,nokia-lumia-730,1
people,sms,2
8.0,rooting,1
8.0,functionality,2
accounts,transfer,1
lumia-520,music,2
